	beer_name	abv	brewery	type
26564	Bourbon Barrel Raspberry Stout	12.40	Hardywood Park Craft Brewery	American Imperial Stout
26565	Cat's Pajamas	5.30	Garage Project	English Pale Ale
26566	Terrapin Side Project #24 Turtleneck	8.40	Terrapin Beer Company	Winter Warmer
26567	Aggressive Goat	7.30	Spearfish Brewing Company	German Bock
26568	You Shall Nut Pass!	7.20	To Øl	American Stout
26569	Galactic Coyote	4.10	Finch Beer Co.	Berliner Weisse
26570	Fresh Froot BlackBerry	6.40	450 North Brewing Company	American IPA
26571	Windowsill	10.50	Bruery Terreux	Fruit and Field Beer
26572	Reaction State	11.80	Bottle Logic Brewing	American Imperial Stout
26573	Poputchik	11.00	Energy City Brewing	Russian Imperial Stout
26574	Nice Nice Relationship Relationship	8.50	The Veil Brewing Co.	American Imperial IPA
26575	Newport Storm RhodeTrip New England IPA (Trifle Pearl Hops)	6.30	Newport Craft Brewing & Distilling Co.	New England IPA
26576	Paradoxe	4.80	La Sirène Brewing	American Wild Ale
26577	Geary's London Porter	4.20	D.L. Geary Brewing Company	English Porter
26578	Golden Collaboration Belgian Golden Strong Ale (w/ Nokomis Brewery)	11.30	Black Bridge Brewery	Belgian Strong Pale Ale
26579	Beer + Food Project: Radio Alice	6.30	Brouwerij Anders	New England IPA
26580	3 Monts Amber Ale On Lees	10.00	Brasserie De Saint-Sylvestre	French Bière de Garde
26581	Rascal Cherry Porter	6.50	North Peak Brewing Company	American Porter
26582	Queue De Charrue Ambree	5.50	Brasserie Vanuxeem	Belgian Pale Ale
26583	Eviscerated Pathway Of Beauty	8.60	Tired Hands Brewing Company	New England IPA
26584	Side Trip	6.00	New Belgium Brewing	Belgian Pale Ale
26585	ERIC More Cowbell! Chocolate Milk Stout	6.60	SingleCut Beersmiths	English Sweet / Milk Stout
26586	Black Cauldron Coffee	8.50	Grand Teton Brewing Co.	American Imperial Stout
26587	GardenBrau Hefeweizen	?	Carver Brewing Co.	German Hefeweizen
26588	Gallivant - Citra & Azacca	7.30	Fernson Brewing Company	New England IPA
26589	Father Of The Wolf	12.70	Fieldwork Brewing Co.	Russian Imperial Stout
26590	Tovarisch	11.00	Oitava Colina	Russian Imperial Stout
26591	Space Trace	11.10	Bottle Logic Brewing	American Imperial Stout
26592	Friend Request	6.90	Jack's Abby Brewing	French Bière de Garde
26593	Cascade Strawberry	7.39	Cascade Brewing / Raccoon Lodge & Brewpub	American Wild Ale
26594	Elixer DDH Simcoe & Ekuanot	6.20	Walhalla Craft Beer	New England IPA
26595	Depth-Charged Double Bastard	11.00	Arrogant Consortia	American Strong Ale
26596	Amstel Lager	5.00	Amstel Brouwerij B. V.	European Pale Lager
26597	Red Jacket Amber Ale	5.10	Keweenaw Brewing Company	American Amber / Red Ale
26598	Light Speed	5.80	Toppling Goliath Brewing Company	American Pale Ale (APA)
26599	Cherry Sanders	4.20	Ascension Brewing Company	Fruit and Field Beer
26600	Miller Lite	4.17	Miller Brewing Co.	American Light Lager
26601	The Dogfather (Bourbon Barrel Aged)	10.85	Laughing Dog Brewing	American Imperial Stout
26602	Kokanee Glacier Beer	5.00	Columbia Brewery	American Adjunct Lager
26603	Imperial Eclipse Stout - High West Bourbon	11.90	FiftyFifty Brewing Co.	American Imperial Stout
26604	Break The Bank	8.50	Magnify Brewing Company	American Imperial IPA
26605	Bock Bier	6.50	von Trapp Brewing	German Bock
26606	The Rambler	12.00	Aslin Beer Company	American Barleywine
26607	Vicious Mosquito IPA	7.00	Sunriver Brewing Company	American IPA
26608	Mac's Green Beret IPA	?	Lion Breweries	American IPA
26609	Midnite Brew	5.50	Altamont Beer Works	American Black Ale
26610	Liquid Swords 2018	8.00	Oxbow Brewing Company	American Wild Ale
26611	Sweetwater IPA	6.30	SweetWater Brewing Company	American IPA
26612	S'mores Milk Stout	6.00	Brau Brothers Brewing Co. LLC	English Sweet / Milk Stout
26613	Franbo Pils	5.80	Highland Park Brewery	German Pilsner
26614	TINY	11.80	Weyerbacher Brewing Co.	American Imperial Stout
26615	Evil Twin / Lervig - Big Ass Money Stout 3	17.20	Evil Twin Brewing	American Imperial Stout
26616	Éphémère (Pear)	5.50	Unibroue	Fruit and Field Beer
26617	The Premium Malt's	5.50	Suntory	German Pilsner
26618	Quöllfrisch Hell	4.80	Brauerei Locher AG	German Helles
26619	The Dissident (2018) - Aged w/ Oregon Marionberries	11.70	Deschutes Brewery	Flanders Oud Bruin
26620	Abattoir	8.50	Blood Brothers Brewing	Belgian Saison
26621	Abtsolution	9.00	De Proefbrouwerij (bvba Andelot)	Belgian Strong Dark Ale
26622	Always Ready	4.80	Cape May Brewing Company	American Pale Ale (APA)
26623	Dubbel Ale	7.00	Allagash Brewing Company	Belgian Dubbel
26624	Pride Runs Deep	6.80	Left Hand Brewing Company	American IPA
26625	Ratsherrn Rotbier	5.20	Ratsherrn Brauerei GmbH	Vienna Lager
26626	3 Bones	5.20	Aviator Brewing Company	German Kölsch
26627	Patio Pounder	5.10	Cedar Creek Brewery	European Export / Dortmunder
26628	Fathom IPA	6.00	Ballast Point Brewing Company	American IPA
26629	Over Throne	6.00	Beau's All Natural Brewing Company	Belgian Saison
26630	Yah Yah	8.80	Angry Chair Brewing	American Imperial IPA
26631	Grumpy Bear Honey Wheat	5.00	The Grizzly Paw Brewing Company	American Pale Wheat Ale
26632	Rocky Road	11.00	Angry Chair Brewing	American Imperial Stout
26633	Booyeah	13.00	Prairie Artisan Ales	American Imperial Stout
26634	Ename Tripel	8.50	Roman N.V.	Belgian Tripel
26635	Nitro	4.00	Fort Point Beer Company	English Porter
26636	Double Inundation	8.20	Counter Weight Brewing Company	American Imperial IPA
26637	Anadromous	8.50	Anchorage Brewing Company	American Wild Ale
26638	Dry Hopped Pilsner	4.00	Tröegs Brewing Company	Bohemian Pilsener
26639	Pumpkin Ale	5.70	Boston Beer Company (Samuel Adams)	Pumpkin Beer
26640	Meerts - Mango Pink Guava	4.50	Funk Factory Geuzeria	American Wild Ale
26641	Last Days Of Summer	4.20	Tampa Bay Brewing Co.	Fruit and Field Beer
26642	Jewell Island	7.80	Rising Tide Brewing Company	American IPA
26643	Chaos Emeralds	8.00	The Answer Brewpub	American Imperial IPA
26644	What What Dubious Double IPA	9.10	Revision Brewing Company	American Imperial IPA
26645	Fruittanomyces	5.30	Brewery Ommegang	Belgian Witbier
26646	Kölsch Me Ousside	4.80	Orleans Brewing Co.	German Kölsch
26647	50 FT Jackrabbit	7.00	Texas Ale Project	American IPA
26648	Spaceship #6	7.20	Lineage Brewing	American IPA
26649	Chasin' Freshies 2016 - Centennial	7.40	Deschutes Brewery	American IPA
26650	We Want All the Gold	10.00	Icarus Brewing Company	American Imperial IPA
26651	Naughty 90	8.00	Toppling Goliath Brewing Company	English India Pale Ale (IPA)
26652	Voice-Hearers	8.10	Floodland Brewing	Belgian Saison
26653	Space Grass	5.50	Angry Chair Brewing	American IPA
26654	Akari Shogun	5.50	Half Acre Beer Company	American Pale Wheat Ale
26655	Wild Child	5.40	Barrel House Z (BHZ)	American Amber / Red Ale
26656	The Calling	8.50	Boulevard Brewing Co.	American Imperial IPA
26657	Heavy Seas - The Great Pumpkin	8.00	Heavy Seas Beer	Pumpkin Beer
26658	Alter'd Beast	8.70	Alter Brewing Company	American Imperial IPA
26659	Le Seul X Passion Fruit	6.50	Une Année	American Wild Ale
26660	Optical Obstacles	6.50	Casita Cerveceria	American IPA
26661	OWA Yuzu Lambic	5.50	OWA Brewery SPRL	Belgian Fruit Lambic
26662	Kaleidoscope	6.50	Vibrant Forest Brewery	American IPA
26663	Tooth & Claw	5.00	Off Color Brewing	Bohemian Pilsener
26664	Rompo Red Rye Ale	5.60	Jackalope Brewing Company	Rye Beer
26665	Bier Garten	5.20	Bellwoods Brewery	German Pilsner
26666	Roleta Russa Easy IPA	4.80	Cervejaria Campo Bom (Imigração)	American IPA
26667	Juicehead DIPA	8.90	Stoneyard Brewing Company	American Imperial IPA
26668	Over The Top	8.50	3 Nations Brewing Co.	Belgian Saison
26669	Zwickelpils	5.00	Gänstaller-Bräu	German Kellerbier / Zwickelbier
26670	Dr. Perry's Amber	6.00	734 Brewing Company	American Amber / Red Ale
26671	Leute Bok	7.50	Brouwerij Van Steenberge N.V.	Belgian Strong Dark Ale
26672	Drenched IPA	6.30	Three 3's Brewing Co.	American IPA
26673	Thirst	6.30	Heist Brewery	New England IPA
26674	Émile	7.20	Allagash Brewing Company	American Wild Ale
26675	Beulah Brown	5.20	Gruner Brothers Brewing	American Brown Ale
26676	Worthington's White Shield	5.60	Museum Brewing Company / White Shield Brewery	English India Pale Ale (IPA)
26677	Wild Beer / Side Project Indigo	5.00	The Wild Beer Co.	American Wild Ale
26678	Frostnipper Winter Warmer	7.30	Aviator Brewing Company	Winter Warmer
26679	Touch of Tangerine	5.00	Whitewater Brewing Company	American Amber / Red Ale
26680	Time-Sensitive Material	6.00	Oliver Brewing Company	American IPA
26681	Celestial City	6.40	Modern Times Beer	Belgian Saison
26682	Hello Darkness	2.90	Right Proper Brewing Company - Shaw Brewpub	Russian Imperial Stout
26683	Alpkönig Weitnauer Märzen	5.40	Memminger Brauerei	German Märzen / Oktoberfest
26684	DST (Diet Starts Tomorrow)	6.30	Karben4 Brewing	English Oatmeal Stout
26685	Eye Roll	7.20	Ex Novo Brewing	American IPA
26686	Doggie Claws	11.50	Hair Of The Dog Brewing Company / Brewery And Tasting Room	American Barleywine
26687	Devilution	6.40	Holy Mountain Brewing Company	American IPA
26688	Deliverance	14.50	The Lost Abbey	American Strong Ale
26689	The Stout That You Like Is Going To Come Back In Style	12.00	Evil Twin Brewing	American Imperial Stout
26690	Jane Doe #17	6.20	Amherst Brewing	American IPA
26691	Fantasy Factory	6.30	Karben4 Brewing	American IPA
26692	Octoberfest Beer	5.30	Harpoon Brewery & Beer Hall	German Märzen / Oktoberfest
26693	Summer Ale	5.00	Allagash Brewing Company	Belgian Pale Ale
26694	More X’s! More Z’s!	8.00	Shared Brewing	American Imperial IPA
26695	InfRIngement	10.00	Newport Craft Brewing & Distilling Co.	Russian Imperial Stout
26696	Beyond The Pale	5.70	Stevens Point Brewery	American IPA
26697	Tsar Canon	11.20	Brouwerij Kees	Russian Imperial Stout
26698	Long Trail India Pale Ale	6.00	Long Trail Brewing Co.	English India Pale Ale (IPA)
26699	T.I.T.S.	9.50	Brouwerij Frankendael	Belgian Tripel
26700	Eschaton	10.50	Wild Heaven Beer	Belgian Quadrupel (Quad)
26701	Angkor Beer	5.50	Cambrew / Angkor Brewery	American Adjunct Lager
26702	Spiritual Unrest	8.00	Tree House Brewing Company	English Sweet / Milk Stout
26703	Hoppy Feet 2.0	10.00	Clown Shoes	American Black Ale
26704	Prime Detective	6.70	Ghostwood Beer Company	American IPA
26705	Arctic Devil Barley Wine	13.20	Midnight Sun Brewing Co.	British Barleywine
26706	Full Sail ESB	6.50	Full Sail Brewing Company	English Extra Special / Strong Bitter (ESB)
26707	Cup of Wonder	6.40	Medusa Brewing Company	American IPA
26708	Early Bird Special	9.10	Aardwolf Brewing Company	American Imperial Stout
26709	Imperial Stout Trooper	8.50	New England Brewing Co.	Russian Imperial Stout
26710	Black And Blue BBLs	16.30	Bruery Terreux	American Imperial Stout
26711	Hop Air Balloon	6.50	Lost Tavern Brewing	American Pale Ale (APA)
26712	Vapor Trail	7.10	Carver Brewing Co.	American IPA
26713	Derde Golf	12.30	Bruery Terreux	American Wild Ale
26714	Arabicaporter	3.50	Grado Plato	American Porter
26715	Bloom	6.50	Parish Brewing Company	New England IPA
26716	Lager Rhythm	6.00	Blackrocks Brewery	American Lager
26717	Cheap Perfume	8.10	Parallel 49 Brewing Company	American Imperial IPA
26718	Pale Ale	5.50	Flying Dog Brewery	American Pale Ale (APA)
26719	Bohemian Pilsner	5.00	Birrificio Agricolo Marduk	German Pilsner
26720	Route 2 Rye	7.00	1905 Brewing Company	Rye Beer
26721	Cinnamon Maple Stout	8.00	Six Mile Bridge Beer	American Stout
26722	Apriplum Frappe	7.50	Mystic Brewery	American Imperial IPA
26723	The Microphone Smells Like Mosaic	6.60	Five Churches Brewing Company	American IPA
26724	You Can't Get There From Here - Key Lime And Kumquat	4.50	Burlington Beer Co.	American Wild Ale
26725	Zumbar	9.30	New English Brewing Co.	Russian Imperial Stout
26726	Citra Single Hop	6.30	Double Mountain Brewery & Taproom	American IPA
26727	Moonman	3.00	Oersoep	American IPA
26728	Flying Buffalo - Bourbon Barrel-aged - Orange and Chocolate	12.00	Griffin Claw Brewing Company	American Imperial Stout
26729	Slammer Wheat	5.00	Jailhouse Brewing Company	American Pale Wheat Ale
26730	Fireside Stout	6.80	Ludington Bay Brewing Co.	English Sweet / Milk Stout
26731	Powder Dreams - Mosaic Lupulin Powder, Wakatu and Bravo Hops	7.50	Captain Lawrence Brewing Co.	New England IPA
26732	Velvet Yeti Nitro	5.00	Great Divide Brewing Company	American Stout
26733	Schlitz High Gravity V.S.L Very Smooth Lager	8.50	JOS. Schlitz Brewing Co. (Pabst)	American Malt Liquor
26734	Barleywine	10.50	Bosque Brewing Co.	American Barleywine
26735	Blues' Golden Ale	5.90	16 Mile Brewing Company	American Blonde Ale
26736	Omnipollo / Buxton - Original Texas Pecan Ice Cream	10.00	Omnipollo	American Imperial Porter
26737	Bishops Arms Dark Mild	4.20	Nynäshamns Ångbryggeri	English Dark Mild Ale
26738	Ryevan Drago	14.00	J. Wakefield Brewing	Russian Imperial Stout
26739	Lot 54	4.70	Inverness Brewing	American Blonde Ale
26740	Below The Dam	4.50	MoonRidge Brew Pub	English Oatmeal Stout
26741	Evo IPA	?	Two Beers Brewing Co.	American IPA
26742	St. Sebastiaan Grande Reserve	10.00	Brouwerij Sterkens N.V.	Belgian Strong Pale Ale
26743	Spellbound Porter	6.90	Spellbound Brewing	American Porter
26744	GoneAway IPA	7.00	Half Acre Beer Company	American IPA
26745	Black Mamba	7.20	LauderAle	Foreign / Export Stout
26746	Roll Out The Barrel - Chardonnay Barrel-Aged	12.40	3 Sheeps Brewing	Belgian Strong Pale Ale
26747	Modus Vivendi	7.00	The Wild Beer Co.	English Old Ale
26748	Port Jeff Porter	6.50	Port Jeff Brewing Company	American Porter
26749	12th Anniversary Bitter Chocolate Oatmeal Stout - Bourbon Barrel-Aged	9.60	Stone Brewing	American Imperial Stout
26750	Coconut Confidential	5.10	Barebottle Brewing Company	American Cream Ale
26751	Brewer's Reserve Bourbon Barrel Peruvian Morning	11.70	Central Waters Brewing Co.	American Imperial Stout
26752	Hustle Double IPA	8.00	Local Brewing Co.	American Imperial IPA
26753	Mahr's Hell	4.90	Mahr's Bräu	German Helles
26754	Tree Hugging Wood Chopping Mother Loving IPA	6.00	The Flying Dutchman Nomad Brewing Company	American IPA
26755	"""V"" 5 hopped IPA"	8.00	Greater Good Imperial Brewing Company	American Imperial IPA
26756	Devils Teeth aged in Schmanahans lonely malt barrels (Stranahan)	12.80	Modern Times Beer	American Imperial Stout
26757	E Pluribus Lupulin 4: Citrea	9.30	Gun Hill Brewing Company	American Imperial IPA
26758	Cafe Session Stout	4.50	Flying Dreams Brewing Co.	Irish Dry Stout
26759	Crushed Velvet	7.00	Red Cypress Brewery	American Wild Ale
26760	Wilkum Belgian Style Wheat Ale	5.00	Lancaster Brewing Company	Belgian Witbier
26761	Bonneville	10.00	Jackie O's Pub & Brewery	American Barleywine
26762	Resilience	6.70	Noble Ale Works	American IPA
26763	Doomsday Hound	9.50	New Realm Brewing Company	Russian Imperial Stout
26764	Altfränkisches Dunkel Bier	5.80	Prost Brewing Company	Munich Dunkel Lager
26765	Traditional Ginger Beer	3.80	Williams Brothers Brewing Company	Herb and Spice Beer
26766	Apricot Bu	4.30	de Garde Brewing	Berliner Weisse
26767	Golden Hop IPA	6.00	Yards Brewing Co.	American IPA
26768	Hipster	7.00	Iron Hill Brewery & Restaurant	American IPA
26769	Fair State / Barrel Theory- Mister Falcon	7.30	Fair State Brewing Cooperative	New England IPA
26770	Bali Hai Draft Beer	5.00	PT Bali Hai Brewery Indonesia	American Lager
26771	Box Set Track #11 - The Devil Went Down To Georgia	12.00	The Lost Abbey	American Barleywine
26772	Dead Calm	11.00	Coelacanth Brewing	English Sweet / Milk Stout
26773	See You In Helles	4.70	Snake River Brewing Company & Brewpub	German Helles
26774	Misfire	?	Pinthouse Pizza Craft Brewpub	American IPA
26775	Beana	9.00	Kettlehead Brewing Company	American Black Ale
26776	Scorched Tundra X	5.00	Pipeworks Brewing Company	American Pale Ale (APA)
26777	Dark Horse Boffo Brown Ale	6.50	Dark Horse Brewing Company	English Brown Ale
26778	Hopus	8.30	Brasserie Lefèbvre SA	Belgian IPA
26779	Blood Of The Unicorn	6.50	Pipeworks Brewing Company	American Amber / Red Ale
26780	Galactica	8.00	Clown Shoes	American Imperial IPA
26781	SOS (Save Our Shore)	7.00	Abita Brewing Co.	German Pilsner
26782	War Hog	8.00	Feral Brewing Co.	American IPA
26783	Dead Blow - Coffee	7.20	Braxton Brewing Company	Foreign / Export Stout
26784	De Ranke Guldenberg	8.50	Brouwerij Brasserie De Ranke	Belgian Tripel
26785	Great One	6.10	Great North Aleworks	American Pale Ale (APA)
26786	√225 Saison - Grapes	6.00	BFM (Brasserie des Franches-Montagnes)	Belgian Saison
26787	Space Dust IPA	8.20	Elysian Brewing Company	American Imperial IPA
26788	UFO Raspberry Hefeweizen	4.80	Harpoon Brewery & Beer Hall	Fruit and Field Beer
26789	Sin Bin Stout	5.80	Light the Lamp Brewery	English Oatmeal Stout
26790	Mojo Risin' Double IPA	10.00	Boulder Beer / Wilderness Pub	American Imperial IPA
26791	Calibration	5.00	Mellow Mink Brewing Company	American Amber / Red Ale
26792	The Veteran	5.00	Veteran Beer Company	American Lager
26793	Prik	5.70	The Beer Research Institute	American IPA
26794	Trailer Park Boys Green Bastard IPA	6.50	North American Craft (NAC Importers Inc.)	American IPA
26795	Don’t Cry Because It’s Over...	7.00	Barrel Theory Beer Company	New England IPA
26796	Atlanta Brewing / Southern Grist - Best Birthday Everrr!! 25th Anniversary	5.90	Atlanta Brewing Company	Berliner Weisse
26797	Chocolate Chip Banana Pancake Silhouette	5.00	Hudson Valley Brewery	New England IPA
26798	Black IPA	7.50	Slipstream Brewing Co.	American Black Ale
26799	Kosmonaut	11.00	Lake Bluff Brewing Company	Russian Imperial Stout
26800	Peak Organic IPA	7.20	Peak Organic Brewing Company	American IPA
26801	Black Sails IPA	6.00	Victory Art Brew	American Black Ale
26802	Coast to Coast IPA	6.25	Brown's Brewing Company	American IPA
26803	5 Vulture	6.40	5 Rabbit Cerveceria	Chile Beer
26804	Mobile	8.40	Foam Brewers	American Imperial IPA
26805	Barrel-Aged Sump Coffee Stout	10.50	Perennial Artisan Ales	American Imperial Stout
26806	Nickel Brook Malevolent	9.50	Nickel Brook Brewing Co.	American Black Ale
26807	Alvarado Street / Noble Ale Works - #margtime	5.50	Alvarado Street Brewery	Leipzig Gose
26808	Draai Hop Hallertau Huell Melon	8.00	Strange Roots Experimental Ales	American Wild Ale
26809	Old Grizzly	12.00	Elk Valley Brewing Co.	American Barleywine
26810	Mic Check	10.00	Root Down Brewing Company	American Imperial Stout
26811	Marks & Spencer American Pale	5.50	Harbour Brewing Company	American Pale Ale (APA)
26812	Imperial Milkshake Stout - Bourbon Barrel-Aged	13.00	Rochester Mills Beer Co.	American Imperial Stout
26813	New Wave	7.00	Transient Artisan Ales	American IPA
26814	Mr Kite	6.80	Ocelot Brewing Company	American IPA
26815	Barrel Aged Celebration Stout	12.00	The Porterhouse Brewing Company	Russian Imperial Stout
26816	Soleil Levant	5.30	Brussels Beer Project	Belgian Saison
26817	III Little Birds	10.20	Sand City Brewing Co.	American Imperial IPA
26818	Double Dry Hopped Hop Showers w/ Vic Secret	7.40	Other Half Brewing Co.	American IPA
26819	Tröegs / Appalachian / Pizza Boy - (717) Collaboration Ale [2015]	7.17	Tröegs Brewing Company	American IPA
26820	Kodama	4.50	Seperatist Beer Project / Separatist Bar + Bottle	German Schwarzbier
26821	Corsendonk Blanche	4.80	Brouwerij Corsendonk	Belgian Witbier
26822	Coconut Porter	5.00	Bent River Brewing Company	American Porter
26823	The Scotsman	8.00	Wooden Cask Brewing Company	Scotch Ale / Wee Heavy
26824	Tunney's Porter	4.50	Mill Street Brew Pub	English Porter
